payment_id,order_id,customer_id,payment_type,total_price
PAY_EXTRA_31,ORD02610,CUST0015,Bank Transfer,343.76
PAY_EXTRA_5674,ORD02845,CUST0488,Bank Transfer,143.11
PAY_EXTRA_4386,ORD01117,CUST0849,Credit Card,1315.55
PAY_EXTRA_29,ORD02703,CUST0694,Bank Transfer,522.46
PAY_EXTRA_4202,ORD02543,CUST0015,Credit Card,919.3
PAY_EXTRA_7507,ORD00289,CUST0566,Credit Card,204.66
PAY_EXTRA_735,ORD00859,CUST0573,PayPal,243.79
PAY_EXTRA_2067,ORD02557,CUST0450,Credit Card,701.04
PAY_EXTRA_106,ORD01386,CUST0989,Bank Transfer,487.16
PAY_EXTRA_9644,ORD02078,CUST0584,Bank Transfer,10.93
PAY_EXTRA_8894,ORD02236,CUST0650,PayPal,810.28
PAY_EXTRA_8020,ORD02881,CUST0438,Credit Card,851.05
PAY_EXTRA_2232,ORD01953,CUST0964,Bank Transfer,143.8
PAY_EXTRA_993,ORD00075,CUST0925,Credit Card,912.24
PAY_EXTRA_9412,ORD02520,CUST0568,Credit Card,111.5
PAY_EXTRA_7058,ORD00421,CUST0144,Credit Card,298.21
PAY_EXTRA_6789,ORD02673,CUST0496,PayPal,719.79
PAY_EXTRA_360,ORD02001,CUST0506,Credit Card,543.3
PAY_EXTRA_304,ORD01137,CUST0706,Credit Card,635.97
PAY_EXTRA_2627,ORD01420,CUST0793,PayPal,493.6
PAY_EXTRA_8965,ORD02688,CUST0971,PayPal,890.37
PAY_EXTRA_4513,ORD02593,CUST0483,Bank Transfer,644.8
PAY_EXTRA_5910,ORD02988,CUST0137,PayPal,451.7
PAY_EXTRA_8313,ORD02529,CUST0812,Bank Transfer,574.92
PAY_EXTRA_3100,ORD01220,CUST0793,PayPal,129.8
PAY_EXTRA_5703,ORD01718,CUST0587,Bank Transfer,190.93
PAY_EXTRA_3898,ORD02015,CUST0959,PayPal,84.48
PAY_EXTRA_5440,ORD00482,CUST0361,Credit Card,766.2
PAY_EXTRA_7930,ORD00796,CUST0044,PayPal,1255.5
PAY_EXTRA_621,ORD00338,CUST0426,PayPal,419.58
PAY_EXTRA_7235,ORD01200,CUST0790,Credit Card,133.1
PAY_EXTRA_2498,ORD01031,CUST0248,PayPal,553.6
PAY_EXTRA_713,ORD02934,CUST0862,Bank Transfer,943.25
PAY_EXTRA_8403,ORD01025,CUST0699,Bank Transfer,189.75
PAY_EXTRA_2855,ORD00883,CUST0609,Credit Card,439.52
PAY_EXTRA_4269,ORD02033,CUST0719,Bank Transfer,751.2
PAY_EXTRA_2908,ORD02212,CUST0909,Credit Card,451.14
PAY_EXTRA_8080,ORD00269,CUST0281,Credit Card,343.96
PAY_EXTRA_4516,ORD01392,CUST0972,Credit Card,276.09
PAY_EXTRA_1261,ORD00983,CUST0503,Credit Card,47.33
PAY_EXTRA_3160,ORD00549,CUST0852,PayPal,248.16
PAY_EXTRA_970,ORD00089,CUST0635,Credit Card,235.01
PAY_EXTRA_3912,ORD02285,CUST0756,Credit Card,81.32
PAY_EXTRA_5198,ORD02967,CUST0022,Credit Card,533.91
PAY_EXTRA_8846,ORD01748,CUST0913,Bank Transfer,75.8
PAY_EXTRA_259,ORD01836,CUST0793,Bank Transfer,155.43
PAY_EXTRA_3790,ORD02392,CUST0941,PayPal,1057.48
PAY_EXTRA_9202,ORD02221,CUST0195,PayPal,72.39
PAY_EXTRA_487,ORD00265,CUST0284,Bank Transfer,509.66
PAY_EXTRA_7907,ORD01883,CUST0078,Bank Transfer,517.04
PAY_EXTRA_518,ORD01577,CUST0518,PayPal,175.07
PAY_EXTRA_8342,ORD00510,CUST0614,Credit Card,367.36
PAY_EXTRA_311,ORD00557,CUST0041,Credit Card,216.6
PAY_EXTRA_3231,ORD00321,CUST0466,Credit Card,852.92
PAY_EXTRA_7932,ORD00873,CUST0542,Credit Card,280.64
PAY_EXTRA_7457,ORD01925,CUST0805,PayPal,292.24
PAY_EXTRA_9783,ORD02777,CUST0684,Credit Card,1400.4
PAY_EXTRA_5183,ORD01162,CUST0919,Credit Card,72.99
PAY_EXTRA_8076,ORD01294,CUST0027,PayPal,323.7
PAY_EXTRA_6501,ORD02890,CUST0677,Bank Transfer,52.08
PAY_EXTRA_6790,ORD00261,CUST0278,PayPal,811.25
PAY_EXTRA_7772,ORD02530,CUST0512,Bank Transfer,1023.84
PAY_EXTRA_2737,ORD00741,CUST0050,Credit Card,365.76
PAY_EXTRA_7841,ORD00864,CUST0555,Credit Card,243.8
PAY_EXTRA_6261,ORD01844,CUST0483,Bank Transfer,245.75
PAY_EXTRA_8205,ORD02823,CUST0126,PayPal,106.7
PAY_EXTRA_1247,ORD00186,CUST0785,Bank Transfer,53.13
PAY_EXTRA_9335,ORD00850,CUST0064,Bank Transfer,24.71
PAY_EXTRA_4194,ORD01665,CUST0158,PayPal,1003.85
PAY_EXTRA_8000,ORD02030,CUST0703,Bank Transfer,489.45
PAY_EXTRA_7377,ORD02439,CUST0294,PayPal,123.97
PAY_EXTRA_3434,ORD01192,CUST0251,Credit Card,1116.35
PAY_EXTRA_5381,ORD01035,CUST0557,Credit Card,270.36
PAY_EXTRA_958,ORD02194,CUST0156,Credit Card,178.23
PAY_EXTRA_416,ORD01495,CUST0630,PayPal,1109.4
PAY_EXTRA_5741,ORD02939,CUST0548,Credit Card,963.56
PAY_EXTRA_6727,ORD02981,CUST0745,Bank Transfer,577.2
PAY_EXTRA_4381,ORD02324,CUST0795,PayPal,175.35
PAY_EXTRA_5196,ORD01336,CUST0340,Bank Transfer,501.2
PAY_EXTRA_1112,ORD00024,CUST0697,Bank Transfer,522.15
PAY_EXTRA_2688,ORD00917,CUST0960,Credit Card,408.38
PAY_EXTRA_6472,ORD00005,CUST0277,Bank Transfer,52.36
PAY_EXTRA_8819,ORD00910,CUST0095,Bank Transfer,268.21
PAY_EXTRA_7807,ORD02258,CUST0057,Bank Transfer,176.57
PAY_EXTRA_3410,ORD01328,CUST0388,PayPal,267.19
PAY_EXTRA_80,ORD00244,CUST0769,PayPal,150.16
PAY_EXTRA_4613,ORD00837,CUST0710,Credit Card,113.4
PAY_EXTRA_1373,ORD01054,CUST0046,Bank Transfer,753.87
PAY_EXTRA_1509,ORD01883,CUST0078,Bank Transfer,531.27
PAY_EXTRA_6442,ORD02538,CUST0948,Credit Card,40.22
PAY_EXTRA_3070,ORD01688,CUST0995,Bank Transfer,568.44
PAY_EXTRA_3015,ORD00106,CUST0962,Credit Card,113.52
PAY_EXTRA_4822,ORD02242,CUST0167,Credit Card,329.32
PAY_EXTRA_7821,ORD02774,CUST0813,Bank Transfer,208.88
PAY_EXTRA_92,ORD01925,CUST0805,PayPal,52.91
PAY_EXTRA_9420,ORD00578,CUST0232,Credit Card,816.12
PAY_EXTRA_6599,ORD00454,CUST0969,Bank Transfer,669.76
PAY_EXTRA_4442,ORD02252,CUST0223,Bank Transfer,220.98
PAY_EXTRA_7601,ORD00123,CUST0316,PayPal,363.25
PAY_EXTRA_3834,ORD01801,CUST0889,PayPal,61.44
PAY_EXTRA_9701,ORD00507,CUST0291,Bank Transfer,55.52
PAY_EXTRA_4321,ORD01467,CUST0352,Bank Transfer,391.23
PAY_EXTRA_3393,ORD02381,CUST0842,PayPal,781.95
PAY_EXTRA_4751,ORD02714,CUST0760,PayPal,169.44
PAY_EXTRA_7228,ORD00557,CUST0041,Credit Card,657.66
PAY_EXTRA_9190,ORD00218,CUST0773,Credit Card,333.24
PAY_EXTRA_2360,ORD01865,CUST0953,PayPal,741.9
PAY_EXTRA_1147,ORD02023,CUST0016,Credit Card,163.71
PAY_EXTRA_5665,ORD01290,CUST0392,Bank Transfer,81.71
PAY_EXTRA_8074,ORD02744,CUST0366,Credit Card,580.24
PAY_EXTRA_4942,ORD01013,CUST0341,Bank Transfer,284.4
PAY_EXTRA_3662,ORD01669,CUST0539,Credit Card,190.32
PAY_EXTRA_1562,ORD01321,CUST0601,Credit Card,244.92
PAY_EXTRA_4112,ORD00027,CUST0115,PayPal,126.74
PAY_EXTRA_9049,ORD00251,CUST0088,Credit Card,60.52
PAY_EXTRA_9275,ORD00227,CUST0952,PayPal,1018.04
PAY_EXTRA_8537,ORD02329,CUST0704,Bank Transfer,561.52
PAY_EXTRA_794,ORD00609,CUST0040,PayPal,45.66
PAY_EXTRA_5853,ORD02197,CUST0621,Bank Transfer,257.15
PAY_EXTRA_7618,ORD01120,CUST0463,Credit Card,400.52
PAY_EXTRA_1593,ORD01791,CUST0250,Credit Card,59.4
PAY_EXTRA_7417,ORD01187,CUST0081,Bank Transfer,113.07
PAY_EXTRA_5266,ORD00544,CUST0481,PayPal,135.87
PAY_EXTRA_7146,ORD00692,CUST0627,Credit Card,691.9
PAY_EXTRA_88,ORD01994,CUST0718,Bank Transfer,297.74
PAY_EXTRA_8694,ORD00465,CUST0102,Bank Transfer,208.5
PAY_EXTRA_9731,ORD01542,CUST0927,PayPal,74.9
PAY_EXTRA_9445,ORD01431,CUST0941,PayPal,38.13
PAY_EXTRA_6753,ORD01964,CUST0036,Bank Transfer,277.85
PAY_EXTRA_3501,ORD00220,CUST0245,Credit Card,45.26
PAY_EXTRA_2233,ORD01014,CUST0824,PayPal,384.82
PAY_EXTRA_2802,ORD02235,CUST0094,Credit Card,982.4
PAY_EXTRA_4423,ORD00276,CUST0842,Credit Card,60.58
PAY_EXTRA_5662,ORD02941,CUST0950,PayPal,533.96
PAY_EXTRA_7169,ORD00700,CUST0515,Credit Card,478.72
PAY_EXTRA_8336,ORD01099,CUST0560,Credit Card,1162.8
PAY_EXTRA_2147,ORD02982,CUST0429,Credit Card,1120.72
PAY_EXTRA_7968,ORD01831,CUST0579,PayPal,29.62
PAY_EXTRA_6550,ORD00111,CUST0518,PayPal,197.24
PAY_EXTRA_7642,ORD01980,CUST0307,Credit Card,174.96
PAY_EXTRA_6163,ORD02104,CUST0239,PayPal,219.04
PAY_EXTRA_1494,ORD00241,CUST0477,PayPal,135.63
PAY_EXTRA_7695,ORD01812,CUST0899,Bank Transfer,163.7
PAY_EXTRA_7093,ORD01776,CUST0375,Bank Transfer,205.9
PAY_EXTRA_1408,ORD02166,CUST0191,Credit Card,228.87
PAY_EXTRA_6690,ORD00010,CUST0218,Bank Transfer,127.85
PAY_EXTRA_3400,ORD01227,CUST0155,Credit Card,512.4
PAY_EXTRA_108,ORD02111,CUST0081,Credit Card,369.3
PAY_EXTRA_5635,ORD02966,CUST0968,Bank Transfer,225.8
PAY_EXTRA_8481,ORD01962,CUST0642,Credit Card,1303.25
PAY_EXTRA_6603,ORD01614,CUST0987,PayPal,1037.92
PAY_EXTRA_1090,ORD01561,CUST0427,Bank Transfer,504.22
PAY_EXTRA_5559,ORD02109,CUST0610,Bank Transfer,207.05
PAY_EXTRA_9411,ORD02120,CUST0995,PayPal,103.81
PAY_EXTRA_8142,ORD00222,CUST0477,Bank Transfer,774.72
PAY_EXTRA_8663,ORD02674,CUST0789,Credit Card,94.16
PAY_EXTRA_6595,ORD02330,CUST0342,PayPal,213.69
PAY_EXTRA_623,ORD01076,CUST0121,Credit Card,117.29
PAY_EXTRA_6870,ORD02626,CUST0166,Bank Transfer,86.92
PAY_EXTRA_4813,ORD00876,CUST0545,PayPal,244.16
PAY_EXTRA_6552,ORD01463,CUST0739,Credit Card,61.62
PAY_EXTRA_7529,ORD02300,CUST0914,Bank Transfer,1050.64
PAY_EXTRA_5795,ORD02119,CUST0157,Credit Card,126.04
PAY_EXTRA_7436,ORD02487,CUST0260,PayPal,189.66
PAY_EXTRA_4217,ORD00720,CUST0305,PayPal,1338.9
PAY_EXTRA_5940,ORD00616,CUST0309,Credit Card,145.59
PAY_EXTRA_8500,ORD01507,CUST0306,PayPal,847.29
PAY_EXTRA_6428,ORD00837,CUST0710,Credit Card,21.34
PAY_EXTRA_6826,ORD01527,CUST0679,Bank Transfer,97.36
PAY_EXTRA_4130,ORD01194,CUST0317,Bank Transfer,989.8
PAY_EXTRA_7801,ORD00397,CUST0695,Bank Transfer,110.97
PAY_EXTRA_7753,ORD02570,CUST0357,PayPal,121.66
PAY_EXTRA_4721,ORD01329,CUST0131,Credit Card,1453.45
PAY_EXTRA_1650,ORD00837,CUST0710,Credit Card,69.76
PAY_EXTRA_4140,ORD00214,CUST0855,Credit Card,451.54
PAY_EXTRA_1617,ORD00128,CUST0948,Credit Card,245.91
PAY_EXTRA_2029,ORD01116,CUST0150,Bank Transfer,584.43
PAY_EXTRA_8517,ORD00943,CUST0070,Bank Transfer,232.32
PAY_EXTRA_4575,ORD02206,CUST0419,Credit Card,481.62
PAY_EXTRA_3992,ORD01096,CUST0587,Credit Card,66.92
PAY_EXTRA_7376,ORD01459,CUST0672,Bank Transfer,259.16
PAY_EXTRA_6149,ORD00571,CUST0659,PayPal,730.08
PAY_EXTRA_4908,ORD00092,CUST0686,Bank Transfer,413.24
PAY_EXTRA_5026,ORD01629,CUST0206,Credit Card,62.84
PAY_EXTRA_8260,ORD00142,CUST0899,PayPal,165.95
PAY_EXTRA_4731,ORD00443,CUST0284,Credit Card,409.92
PAY_EXTRA_7548,ORD00856,CUST0829,Credit Card,1327.95
PAY_EXTRA_8134,ORD00725,CUST0883,Bank Transfer,12.77
PAY_EXTRA_1606,ORD00545,CUST0816,PayPal,262.48
PAY_EXTRA_4773,ORD02413,CUST0639,Credit Card,208.78
PAY_EXTRA_8109,ORD02355,CUST0100,PayPal,223.08
PAY_EXTRA_6951,ORD00972,CUST0952,Credit Card,899.16
PAY_EXTRA_6004,ORD00537,CUST0263,Credit Card,399.96
PAY_EXTRA_7728,ORD02140,CUST0359,Bank Transfer,465.75
PAY_EXTRA_3541,ORD00213,CUST0285,PayPal,113.5
PAY_EXTRA_388,ORD00698,CUST0132,Bank Transfer,233.58
PAY_EXTRA_1794,ORD02422,CUST0595,PayPal,245.1
PAY_EXTRA_8731,ORD02853,CUST0784,Bank Transfer,234.42
PAY_EXTRA_4919,ORD00986,CUST0088,Bank Transfer,67.46
PAY_EXTRA_5537,ORD01343,CUST0738,Credit Card,262.32
PAY_EXTRA_3872,ORD01065,CUST0211,PayPal,682.15
PAY_EXTRA_8868,ORD02710,CUST0013,PayPal,381.18
PAY_EXTRA_2254,ORD01284,CUST0663,PayPal,275.1
PAY_EXTRA_3412,ORD01931,CUST0267,PayPal,101.38
PAY_EXTRA_5459,ORD01679,CUST0982,Credit Card,172.32
PAY_EXTRA_4955,ORD02093,CUST0983,PayPal,567.0
PAY_EXTRA_7396,ORD02751,CUST0847,Bank Transfer,695.1
PAY_EXTRA_5414,ORD01426,CUST0068,PayPal,85.85
PAY_EXTRA_7399,ORD01057,CUST0529,Credit Card,805.6
PAY_EXTRA_7414,ORD01916,CUST0462,Credit Card,1318.9
PAY_EXTRA_9100,ORD00040,CUST0836,Credit Card,1046.88
PAY_EXTRA_4851,ORD00250,CUST0570,Credit Card,164.4
PAY_EXTRA_2025,ORD01636,CUST0899,PayPal,758.04
PAY_EXTRA_2615,ORD01579,CUST0770,PayPal,785.8
PAY_EXTRA_7388,ORD02238,CUST0745,Bank Transfer,128.1
PAY_EXTRA_2926,ORD01333,CUST0944,Bank Transfer,314.34
PAY_EXTRA_1121,ORD00170,CUST0026,Credit Card,136.8
PAY_EXTRA_2910,ORD01959,CUST0087,Bank Transfer,282.28
PAY_EXTRA_8146,ORD01127,CUST0224,PayPal,299.86
PAY_EXTRA_7383,ORD02116,CUST0056,PayPal,46.97
PAY_EXTRA_3482,ORD02302,CUST0856,Bank Transfer,1061.64
PAY_EXTRA_795,ORD01148,CUST0010,Credit Card,693.21
PAY_EXTRA_1575,ORD01992,CUST0114,Bank Transfer,103.64
PAY_EXTRA_6176,ORD00870,CUST0083,Bank Transfer,374.7
PAY_EXTRA_6266,ORD00740,CUST0221,Bank Transfer,362.6
PAY_EXTRA_2458,ORD00603,CUST0425,Credit Card,337.6
PAY_EXTRA_3312,ORD02300,CUST0914,Bank Transfer,172.15
PAY_EXTRA_1253,ORD01752,CUST0833,Bank Transfer,68.74
PAY_EXTRA_6834,ORD00456,CUST0470,Bank Transfer,880.24
PAY_EXTRA_8794,ORD00784,CUST0935,Bank Transfer,1056.35
PAY_EXTRA_3837,ORD02239,CUST0388,Bank Transfer,640.88
PAY_EXTRA_4398,ORD02966,CUST0968,Bank Transfer,255.7
PAY_EXTRA_3595,ORD01591,CUST0912,Bank Transfer,278.51
PAY_EXTRA_6621,ORD00393,CUST0933,Bank Transfer,303.92
PAY_EXTRA_8382,ORD02001,CUST0506,Credit Card,478.36
PAY_EXTRA_2124,ORD02150,CUST0024,PayPal,72.54
PAY_EXTRA_3238,ORD01762,CUST0457,Credit Card,333.3
