order_id,product_id,quantity,unit_price,total_price
ORD02054,PROD0042,1,138.88,138.88
ORD01862,PROD0011,5,166.19,830.95
ORD01054,PROD0010,5,138.49,692.45
ORD00641,PROD0065,2,221.77,443.54
ORD01357,PROD0091,4,282.89,1131.56
ORD01284,PROD0097,3,109.13,327.39
ORD01962,PROD0008,3,252.07,756.21
ORD00544,PROD0069,5,191.29,956.45
ORD02251,PROD0060,2,29.63,59.26
ORD01765,PROD0087,2,40.13,80.26
ORD02034,PROD0087,2,198.12,396.24
ORD01709,PROD0059,5,29.68,148.4
ORD02524,PROD0071,2,193.24,386.48
ORD01453,PROD0025,1,266.34,266.34
ORD02598,PROD0080,1,273.61,273.61
ORD02800,PROD0006,3,72.27,216.81
ORD02691,PROD0064,4,149.75,599.0
ORD00318,PROD0042,4,186.86,747.44
ORD01189,PROD0025,5,205.94,1029.7
ORD02670,PROD0011,3,251.41,754.23
ORD01291,PROD0043,3,139.53,418.59
ORD01216,PROD0046,1,295.77,295.77
ORD00184,PROD0095,1,174.93,174.93
ORD00510,PROD0044,1,108.54,108.54
ORD00210,PROD0047,5,163.53,817.65
ORD00343,PROD0090,3,107.5,322.5
ORD00678,PROD0017,2,207.5,415.0
ORD02971,PROD0091,4,113.5,454.0
ORD02610,PROD0014,4,85.94,343.76
ORD02845,PROD0075,1,143.11,143.11
ORD01117,PROD0007,5,263.11,1315.55
ORD02703,PROD0008,2,261.23,522.46
ORD02543,PROD0046,5,183.86,919.3
ORD00289,PROD0080,1,204.66,204.66
ORD00859,PROD0031,1,243.79,243.79
ORD02557,PROD0093,3,233.68,701.04
ORD01386,PROD0032,4,121.79,487.16
ORD02078,PROD0039,1,10.93,10.93
ORD02236,PROD0023,4,202.57,810.28
ORD02881,PROD0094,5,170.21,851.05
ORD01953,PROD0048,1,143.8,143.8
ORD00075,PROD0083,4,228.06,912.24
ORD02520,PROD0043,1,111.5,111.5
ORD00421,PROD0008,1,298.21,298.21
ORD02673,PROD0065,3,239.93,719.79
ORD02001,PROD0042,5,108.66,543.3
ORD01137,PROD0013,3,211.99,635.97
ORD01420,PROD0006,4,123.4,493.6
ORD02688,PROD0083,3,296.79,890.37
ORD02593,PROD0057,5,128.96,644.8
ORD02988,PROD0045,5,90.34,451.7
ORD02529,PROD0021,4,143.73,574.92
ORD01220,PROD0086,4,32.45,129.8
ORD01718,PROD0066,1,190.93,190.93
ORD02015,PROD0055,3,28.16,84.48
ORD00482,PROD0056,5,153.24,766.2
ORD00796,PROD0002,5,251.1,1255.5
ORD00338,PROD0034,3,139.86,419.58
ORD01200,PROD0052,5,26.62,133.1
ORD01031,PROD0048,4,138.4,553.6
ORD02934,PROD0069,5,188.65,943.25
ORD01025,PROD0005,3,63.25,189.75
ORD00883,PROD0066,2,219.76,439.52
ORD02033,PROD0029,4,187.8,751.2
ORD02212,PROD0082,3,150.38,451.14
ORD00269,PROD0073,2,171.98,343.96
ORD01392,PROD0007,3,92.03,276.09
ORD00983,PROD0087,1,47.33,47.33
ORD00549,PROD0089,4,62.04,248.16
ORD00089,PROD0057,1,235.01,235.01
ORD02285,PROD0085,2,40.66,81.32
ORD02967,PROD0064,3,177.97,533.91
ORD01748,PROD0090,4,18.95,75.8
ORD01836,PROD0055,3,51.81,155.43
ORD02392,PROD0038,4,264.37,1057.48
ORD02221,PROD0029,3,24.13,72.39
ORD00265,PROD0056,2,254.83,509.66
ORD01883,PROD0090,4,129.26,517.04
ORD01577,PROD0053,1,175.07,175.07
ORD00510,PROD0068,4,91.84,367.36
ORD00557,PROD0097,1,216.6,216.6
ORD00321,PROD0017,4,213.23,852.92
ORD00873,PROD0072,1,280.64,280.64
ORD01925,PROD0018,1,292.24,292.24
ORD02777,PROD0091,5,280.08,1400.4
ORD01162,PROD0079,3,24.33,72.99
ORD01294,PROD0079,2,161.85,323.7
ORD02890,PROD0039,4,13.02,52.08
ORD00261,PROD0002,5,162.25,811.25
ORD02530,PROD0011,4,255.96,1023.84
ORD00741,PROD0033,4,91.44,365.76
ORD00864,PROD0010,1,243.8,243.8
ORD01844,PROD0033,5,49.15,245.75
ORD02823,PROD0042,1,106.7,106.7
ORD00186,PROD0057,1,53.13,53.13
ORD00850,PROD0070,1,24.71,24.71
ORD01665,PROD0012,5,200.77,1003.85
ORD02030,PROD0071,3,163.15,489.45
ORD02439,PROD0048,1,123.97,123.97
ORD01192,PROD0046,5,223.27,1116.35
ORD01035,PROD0088,2,135.18,270.36
ORD02194,PROD0057,3,59.41,178.23
ORD01495,PROD0021,4,277.35,1109.4
ORD02939,PROD0066,4,240.89,963.56
ORD02981,PROD0004,2,288.6,577.2
ORD02324,PROD0036,3,58.45,175.35
ORD01336,PROD0078,2,250.6,501.2
ORD00024,PROD0013,3,174.05,522.15
ORD00917,PROD0094,2,204.19,408.38
ORD00005,PROD0051,1,52.36,52.36
ORD00910,PROD0009,1,268.21,268.21
ORD02258,PROD0056,1,176.57,176.57
ORD01328,PROD0093,1,267.19,267.19
ORD00244,PROD0079,1,150.16,150.16
ORD00837,PROD0036,2,56.7,113.4
ORD01054,PROD0032,3,251.29,753.87
ORD01883,PROD0008,3,177.09,531.27
ORD02538,PROD0039,2,20.11,40.22
ORD01688,PROD0019,2,284.22,568.44
ORD00106,PROD0067,1,113.52,113.52
ORD02242,PROD0004,4,82.33,329.32
ORD02774,PROD0013,4,52.22,208.88
ORD01925,PROD0034,1,52.91,52.91
ORD00578,PROD0080,3,272.04,816.12
ORD00454,PROD0014,4,167.44,669.76
ORD02252,PROD0031,2,110.49,220.98
ORD00123,PROD0074,5,72.65,363.25
ORD01801,PROD0096,3,20.48,61.44
ORD00507,PROD0095,1,55.52,55.52
ORD01467,PROD0061,3,130.41,391.23
ORD02381,PROD0053,3,260.65,781.95
ORD02714,PROD0091,1,169.44,169.44
ORD00557,PROD0087,3,219.22,657.66
ORD00218,PROD0045,2,166.62,333.24
ORD01865,PROD0001,3,247.3,741.9
ORD02023,PROD0081,1,163.71,163.71
ORD01290,PROD0081,1,81.71,81.71
ORD02744,PROD0057,4,145.06,580.24
ORD01013,PROD0099,5,56.88,284.4
ORD01669,PROD0036,1,190.32,190.32
ORD01321,PROD0090,4,61.23,244.92
ORD00027,PROD0007,1,126.74,126.74
ORD00251,PROD0046,4,15.13,60.52
ORD00227,PROD0021,4,254.51,1018.04
ORD02329,PROD0032,2,280.76,561.52
ORD00609,PROD0038,1,45.66,45.66
ORD02197,PROD0046,5,51.43,257.15
ORD01120,PROD0021,2,200.26,400.52
ORD01791,PROD0022,5,11.88,59.4
ORD01187,PROD0004,3,37.69,113.07
ORD00544,PROD0021,1,135.87,135.87
ORD00692,PROD0028,5,138.38,691.9
ORD01994,PROD0097,2,148.87,297.74
ORD00465,PROD0042,5,41.7,208.5
ORD01542,PROD0029,5,14.98,74.9
ORD01431,PROD0026,3,12.71,38.13
ORD01964,PROD0084,5,55.57,277.85
ORD00220,PROD0054,2,22.63,45.26
ORD01014,PROD0048,2,192.41,384.82
ORD02235,PROD0067,5,196.48,982.4
ORD00276,PROD0025,2,30.29,60.58
ORD02941,PROD0016,2,266.98,533.96
ORD00700,PROD0025,2,239.36,478.72
ORD01099,PROD0016,4,290.7,1162.8
ORD02982,PROD0036,4,280.18,1120.72
ORD01831,PROD0012,2,14.81,29.62
ORD00111,PROD0057,2,98.62,197.24
ORD01980,PROD0006,4,43.74,174.96
ORD02104,PROD0045,2,109.52,219.04
ORD00241,PROD0044,1,135.63,135.63
ORD01812,PROD0010,2,81.85,163.7
ORD01776,PROD0061,1,205.9,205.9
ORD02166,PROD0096,3,76.29,228.87
ORD00010,PROD0096,1,127.85,127.85
ORD01227,PROD0089,4,128.1,512.4
ORD02111,PROD0030,5,73.86,369.3
ORD02966,PROD0013,2,112.9,225.8
ORD01962,PROD0020,5,260.65,1303.25
ORD01614,PROD0045,4,259.48,1037.92
ORD01561,PROD0041,2,252.11,504.22
ORD02109,PROD0081,5,41.41,207.05
ORD02120,PROD0069,1,103.81,103.81
ORD00222,PROD0019,4,193.68,774.72
ORD02674,PROD0028,4,23.54,94.16
ORD02330,PROD0021,3,71.23,213.69
ORD01076,PROD0099,1,117.29,117.29
ORD02626,PROD0067,1,86.92,86.92
ORD00876,PROD0091,1,244.16,244.16
ORD01463,PROD0100,2,30.81,61.62
ORD02300,PROD0089,4,262.66,1050.64
ORD02119,PROD0050,2,63.02,126.04
ORD02487,PROD0028,1,189.66,189.66
ORD00720,PROD0030,5,267.78,1338.9
ORD00616,PROD0028,3,48.53,145.59
ORD01507,PROD0011,3,282.43,847.29
ORD00837,PROD0091,1,21.34,21.34
ORD01527,PROD0035,2,48.68,97.36
ORD01194,PROD0006,5,197.96,989.8
ORD00397,PROD0030,1,110.97,110.97
ORD02570,PROD0076,2,60.83,121.66
ORD01329,PROD0061,5,290.69,1453.45
ORD00837,PROD0091,4,17.44,69.76
ORD00214,PROD0072,2,225.77,451.54
ORD00128,PROD0089,3,81.97,245.91
ORD01116,PROD0016,3,194.81,584.43
ORD00943,PROD0029,2,116.16,232.32
ORD02206,PROD0087,2,240.81,481.62
ORD01096,PROD0070,2,33.46,66.92
ORD01459,PROD0062,4,64.79,259.16
ORD00571,PROD0026,3,243.36,730.08
ORD00092,PROD0075,4,103.31,413.24
ORD01629,PROD0034,4,15.71,62.84
ORD00142,PROD0076,5,33.19,165.95
ORD00443,PROD0082,3,136.64,409.92
ORD00856,PROD0033,5,265.59,1327.95
ORD00725,PROD0098,1,12.77,12.77
ORD00545,PROD0087,2,131.24,262.48
ORD02413,PROD0067,1,208.78,208.78
ORD02355,PROD0007,4,55.77,223.08
ORD00972,PROD0036,3,299.72,899.16
ORD00537,PROD0019,4,99.99,399.96
ORD02140,PROD0067,3,155.25,465.75
ORD00213,PROD0055,2,56.75,113.5
ORD00698,PROD0038,2,116.79,233.58
ORD02422,PROD0015,3,81.7,245.1
ORD02853,PROD0027,1,234.42,234.42
ORD00986,PROD0007,1,67.46,67.46
ORD01343,PROD0055,1,262.32,262.32
ORD01065,PROD0026,5,136.43,682.15
ORD02710,PROD0093,2,190.59,381.18
ORD01284,PROD0067,3,91.7,275.1
ORD01931,PROD0081,1,101.38,101.38
ORD01679,PROD0089,3,57.44,172.32
ORD02093,PROD0029,2,283.5,567.0
ORD02751,PROD0096,5,139.02,695.1
ORD01426,PROD0099,5,17.17,85.85
ORD01057,PROD0007,4,201.4,805.6
ORD01916,PROD0002,5,263.78,1318.9
ORD00040,PROD0086,4,261.72,1046.88
ORD00250,PROD0089,3,54.8,164.4
ORD01636,PROD0068,4,189.51,758.04
ORD01579,PROD0011,4,196.45,785.8
ORD02238,PROD0042,2,64.05,128.1
ORD01333,PROD0022,3,104.78,314.34
ORD00170,PROD0036,4,34.2,136.8
ORD01959,PROD0004,2,141.14,282.28
ORD01127,PROD0061,1,299.86,299.86
ORD02116,PROD0055,1,46.97,46.97
ORD02302,PROD0013,4,265.41,1061.64
ORD01148,PROD0027,3,231.07,693.21
ORD01992,PROD0090,4,25.91,103.64
ORD00870,PROD0024,3,124.9,374.7
ORD00740,PROD0099,4,90.65,362.6
ORD00603,PROD0007,2,168.8,337.6
ORD02300,PROD0026,1,172.15,172.15
ORD01752,PROD0045,2,34.37,68.74
ORD00456,PROD0095,4,220.06,880.24
ORD00784,PROD0045,5,211.27,1056.35
ORD02239,PROD0041,4,160.22,640.88
ORD02966,PROD0051,1,255.7,255.7
ORD01591,PROD0030,1,278.51,278.51
ORD00393,PROD0037,4,75.98,303.92
ORD02001,PROD0041,4,119.59,478.36
ORD02150,PROD0029,2,36.27,72.54
ORD01762,PROD0022,5,66.66,333.3
ORD00716,PROD0085,2,226.57,453.14
ORD01894,PROD0035,1,111.71,111.71
ORD02797,PROD0081,2,293.88,587.76
ORD01483,PROD0037,4,226.85,907.4
ORD02528,PROD0085,3,225.0,675.0
ORD00850,PROD0090,4,100.36,401.44
ORD01184,PROD0096,4,218.08,872.32
ORD00304,PROD0080,1,17.31,17.31
ORD00502,PROD0027,4,288.55,1154.2
ORD01223,PROD0093,4,196.64,786.56
ORD01751,PROD0068,3,117.64,352.92
ORD01100,PROD0077,1,242.39,242.39
ORD00674,PROD0092,2,180.64,361.28
ORD00146,PROD0076,2,299.71,599.42
ORD00013,PROD0075,4,19.68,78.72
ORD01011,PROD0048,5,239.56,1197.8
ORD02309,PROD0038,2,144.07,288.14
ORD01101,PROD0028,1,35.78,35.78
ORD00186,PROD0059,4,58.83,235.32
ORD00235,PROD0025,5,245.6,1228.0
ORD02705,PROD0021,5,169.42,847.1
ORD01192,PROD0040,2,44.76,89.52
ORD01080,PROD0075,3,183.66,550.98
ORD02617,PROD0046,5,39.12,195.6
ORD01490,PROD0075,4,21.9,87.6
ORD00480,PROD0075,3,158.69,476.07
ORD01978,PROD0015,5,252.47,1262.35
ORD00762,PROD0016,3,213.86,641.58
ORD01860,PROD0080,3,189.57,568.71
ORD00427,PROD0068,5,51.89,259.45
ORD01160,PROD0075,4,232.79,931.16
ORD00935,PROD0069,2,64.7,129.4
ORD01606,PROD0095,2,52.89,105.78
ORD01556,PROD0042,5,115.65,578.25
ORD00375,PROD0098,5,142.12,710.6
ORD00547,PROD0024,4,67.68,270.72
ORD02921,PROD0022,4,40.4,161.6
ORD00769,PROD0049,2,128.49,256.98
ORD02952,PROD0089,5,288.0,1440.0
ORD01475,PROD0018,1,178.13,178.13
ORD02538,PROD0006,4,19.92,79.68
ORD01721,PROD0035,5,228.71,1143.55
ORD00823,PROD0043,4,251.72,1006.88
ORD02597,PROD0019,1,155.81,155.81
ORD02316,PROD0044,2,236.3,472.6
ORD02663,PROD0002,4,250.89,1003.56
ORD02845,PROD0078,2,215.4,430.8
ORD01537,PROD0050,2,260.44,520.88
ORD01734,PROD0027,2,155.52,311.04
ORD00030,PROD0056,2,210.07,420.14
ORD00818,PROD0014,3,240.69,722.07
ORD01916,PROD0084,4,212.57,850.28
ORD01222,PROD0014,4,91.26,365.04
ORD02184,PROD0093,5,197.26,986.3
ORD00319,PROD0030,3,297.5,892.5
ORD00102,PROD0033,2,294.55,589.1
ORD01474,PROD0061,2,23.47,46.94
ORD02428,PROD0079,2,265.82,531.64
ORD02109,PROD0046,3,221.17,663.51
ORD02701,PROD0095,2,247.13,494.26
ORD01403,PROD0095,5,225.77,1128.85
ORD01764,PROD0054,5,94.0,470.0
ORD01859,PROD0017,2,179.04,358.08
ORD01789,PROD0085,4,248.19,992.76
ORD01863,PROD0029,3,203.41,610.23
ORD01116,PROD0086,5,257.93,1289.65
ORD00008,PROD0090,3,215.44,646.32
ORD00653,PROD0094,5,32.43,162.15
ORD02927,PROD0054,1,215.59,215.59
ORD00447,PROD0023,2,13.45,26.9
ORD02149,PROD0040,4,177.46,709.84
ORD02272,PROD0010,1,266.37,266.37
ORD02387,PROD0049,5,276.08,1380.4
ORD02575,PROD0043,1,82.76,82.76
ORD02579,PROD0057,1,204.06,204.06
ORD01227,PROD0065,5,208.08,1040.4
ORD01590,PROD0081,4,19.86,79.44
ORD00265,PROD0015,5,107.24,536.2
ORD01867,PROD0042,1,110.4,110.4
ORD02939,PROD0083,5,85.68,428.4
ORD02780,PROD0074,4,60.99,243.96
ORD01062,PROD0079,3,168.9,506.7
ORD02371,PROD0012,3,215.73,647.19
ORD01349,PROD0005,1,234.83,234.83
ORD02056,PROD0011,5,35.79,178.95
ORD00525,PROD0061,2,126.88,253.76
ORD02092,PROD0089,2,82.92,165.84
ORD02212,PROD0053,5,100.98,504.9
ORD01739,PROD0060,4,51.83,207.32
ORD01658,PROD0085,3,73.98,221.94
ORD02008,PROD0033,2,273.38,546.76
ORD02841,PROD0054,4,283.02,1132.08
ORD00574,PROD0016,2,79.63,159.26
ORD01762,PROD0034,3,290.88,872.64
ORD00804,PROD0023,3,202.65,607.95
ORD01905,PROD0049,2,24.04,48.08
ORD00310,PROD0051,1,271.56,271.56
ORD01601,PROD0009,1,180.44,180.44
ORD00259,PROD0042,1,202.6,202.6
ORD00895,PROD0089,3,162.45,487.35
ORD01541,PROD0006,4,175.39,701.56
ORD00238,PROD0015,1,11.39,11.39
ORD00902,PROD0094,3,51.46,154.38
ORD02602,PROD0086,3,268.77,806.31
ORD02529,PROD0053,3,154.94,464.82
ORD00763,PROD0029,2,33.38,66.76
ORD00289,PROD0050,5,37.15,185.75
ORD00458,PROD0047,5,173.08,865.4
ORD00309,PROD0082,2,121.31,242.62
ORD02971,PROD0036,1,141.76,141.76
ORD00378,PROD0058,3,130.31,390.93
ORD00041,PROD0016,5,285.26,1426.3
ORD02912,PROD0044,4,57.51,230.04
ORD02759,PROD0041,1,44.25,44.25
ORD01013,PROD0040,1,44.43,44.43
ORD02218,PROD0029,1,75.83,75.83
ORD01904,PROD0043,1,259.09,259.09
ORD00058,PROD0005,5,206.3,1031.5
ORD01798,PROD0039,5,38.84,194.2
ORD02934,PROD0053,4,217.43,869.72
ORD02122,PROD0089,1,276.38,276.38
ORD01651,PROD0020,1,120.82,120.82
ORD00979,PROD0098,5,42.68,213.4
ORD02106,PROD0094,1,12.1,12.1
ORD00579,PROD0075,3,16.22,48.66
ORD01048,PROD0023,2,17.09,34.18
ORD02935,PROD0015,1,255.67,255.67
ORD02572,PROD0081,5,263.22,1316.1
ORD02970,PROD0057,2,90.61,181.22
ORD00110,PROD0023,1,268.01,268.01
ORD02694,PROD0033,4,137.13,548.52
ORD02706,PROD0090,5,103.61,518.05
ORD01322,PROD0012,2,102.17,204.34
ORD00100,PROD0018,2,37.22,74.44
ORD01220,PROD0023,1,229.85,229.85
ORD00497,PROD0073,4,165.06,660.24
ORD01373,PROD0036,3,109.62,328.86
ORD00451,PROD0076,3,162.46,487.38
ORD00182,PROD0040,5,59.5,297.5
ORD01213,PROD0087,2,206.56,413.12
ORD02196,PROD0021,2,128.04,256.08
ORD02519,PROD0066,4,20.55,82.2
ORD00958,PROD0025,3,122.15,366.45
ORD00265,PROD0098,3,262.64,787.92
ORD01122,PROD0083,5,277.57,1387.85
ORD01021,PROD0060,4,20.45,81.8
ORD01865,PROD0076,3,226.03,678.09
ORD00058,PROD0087,4,107.41,429.64
ORD02842,PROD0092,4,145.36,581.44
ORD01988,PROD0070,3,148.28,444.84
ORD02035,PROD0077,3,138.75,416.25
ORD02004,PROD0053,4,211.85,847.4
ORD00245,PROD0085,3,228.04,684.12
ORD02392,PROD0093,1,49.54,49.54
ORD00120,PROD0055,1,204.07,204.07
ORD01863,PROD0056,4,70.11,280.44
ORD00142,PROD0095,5,134.27,671.35
ORD02784,PROD0100,4,208.72,834.88
ORD02264,PROD0100,5,291.35,1456.75
ORD02866,PROD0097,2,167.9,335.8
ORD01850,PROD0033,1,29.06,29.06
ORD01585,PROD0033,2,32.2,64.4
ORD00745,PROD0002,2,40.1,80.2
ORD02692,PROD0030,1,239.25,239.25
ORD01839,PROD0092,5,14.09,70.45
ORD01097,PROD0035,3,122.76,368.28
ORD02505,PROD0020,1,286.31,286.31
ORD01833,PROD0019,1,58.31,58.31
ORD02632,PROD0089,3,160.61,481.83
ORD02809,PROD0056,1,135.66,135.66
ORD01864,PROD0024,1,157.93,157.93
ORD01454,PROD0007,4,172.46,689.84
ORD00827,PROD0069,2,134.17,268.34
ORD00253,PROD0028,5,153.55,767.75
ORD02934,PROD0080,5,253.13,1265.65
ORD02760,PROD0075,1,191.11,191.11
ORD02058,PROD0082,4,211.85,847.4
ORD02067,PROD0024,4,82.39,329.56
ORD02911,PROD0070,1,214.79,214.79
ORD00304,PROD0044,1,296.44,296.44
ORD01875,PROD0010,4,51.12,204.48
ORD00070,PROD0008,4,165.86,663.44
ORD00969,PROD0030,5,278.13,1390.65
ORD01454,PROD0017,3,252.13,756.39
ORD01301,PROD0056,4,74.11,296.44
ORD01910,PROD0040,4,111.79,447.16
ORD00371,PROD0033,2,57.85,115.7
ORD02319,PROD0032,3,278.91,836.73
ORD00029,PROD0069,5,167.23,836.15
ORD00243,PROD0048,1,132.52,132.52
ORD02447,PROD0014,4,123.75,495.0
ORD00799,PROD0003,3,298.76,896.28
ORD00385,PROD0099,5,126.01,630.05
ORD02257,PROD0017,2,68.65,137.3
ORD01187,PROD0011,5,214.58,1072.9
ORD02204,PROD0096,5,251.17,1255.85
ORD01014,PROD0058,5,20.49,102.45
ORD02530,PROD0057,3,42.91,128.73
ORD01674,PROD0038,4,41.72,166.88
ORD00849,PROD0071,5,35.64,178.2
ORD01472,PROD0007,3,121.16,363.48
ORD02045,PROD0089,1,48.76,48.76
ORD02658,PROD0060,4,196.13,784.52
ORD01748,PROD0065,5,217.0,1085.0
ORD00291,PROD0001,3,211.5,634.5
ORD01837,PROD0024,1,236.05,236.05
ORD01151,PROD0059,2,153.36,306.72
ORD01373,PROD0056,1,170.1,170.1
ORD02020,PROD0040,4,50.22,200.88
ORD00424,PROD0015,1,268.73,268.73
ORD01953,PROD0046,5,261.31,1306.55
ORD01723,PROD0063,5,152.63,763.15
ORD01628,PROD0095,4,43.85,175.4
ORD02374,PROD0020,1,199.75,199.75
ORD00045,PROD0026,4,57.14,228.56
ORD01647,PROD0040,1,125.26,125.26
ORD02033,PROD0026,1,42.43,42.43
ORD01672,PROD0082,1,95.53,95.53
ORD02074,PROD0059,4,242.54,970.16
ORD00642,PROD0092,1,254.9,254.9
ORD00722,PROD0019,4,298.24,1192.96
ORD00938,PROD0045,1,192.2,192.2
ORD00492,PROD0036,2,217.14,434.28
ORD01823,PROD0053,2,179.42,358.84
ORD01067,PROD0089,5,238.96,1194.8
ORD02106,PROD0099,1,130.18,130.18
ORD02531,PROD0088,1,285.77,285.77
ORD02954,PROD0055,4,94.51,378.04
ORD00183,PROD0056,3,269.77,809.31
ORD00252,PROD0063,4,219.26,877.04
ORD02606,PROD0079,4,126.4,505.6
ORD02783,PROD0073,4,189.95,759.8
ORD01960,PROD0050,1,152.09,152.09
ORD02179,PROD0046,4,103.01,412.04
ORD01309,PROD0096,2,46.58,93.16
ORD01060,PROD0064,5,140.05,700.25
ORD00785,PROD0082,4,94.63,378.52
